paragraph_number,element_type,element_code,footnote_number,footnote_content,paragraph_text_preview
1984,,,5088,"Translation, CAR-OTP-2089-0323, at 0328, lines 80-89.","In a video showing various individuals with weapons and in civilian clothing, seemingly bearing gris-gris, an individual identified as 'Président' is shown stating that after walking through the bushes and having fought in Bouar up to Bozoum, they were now walking onto Bossemptélé. He stated that he would go to Bossemptélé 'today' and that he wanted the Seleka to be disarmed. A person identified as the first's 'deputy' stated further that every Muslim was in connivance with the Seleka, they were in fact all Seleka, military, rebels that Djotodia brought in. Another individual identified as 'secretary' stated that they no longer wanted to see any Mbororo or Muslims in Boyaram, they had to leave, and if they did not want them to attack Bossemptélé, the 'colonel' had to send 50 million CFA."
1984,,,5089,"Translation, CAR-OTP-2089-0323, at 0328, lines 97-99.","In a video showing various individuals with weapons and in civilian clothing, seemingly bearing gris-gris, an individual identified as 'Président' is shown stating that after walking through the bushes and having fought in Bouar up to Bozoum, they were now walking onto Bossemptélé. He stated that he would go to Bossemptélé 'today' and that he wanted the Seleka to be disarmed. A person identified as the first's 'deputy' stated further that every Muslim was in connivance with the Seleka, they were in fact all Seleka, military, rebels that Djotodia brought in. Another individual identified as 'secretary' stated that they no longer wanted to see any Mbororo or Muslims in Boyaram, they had to leave, and if they did not want them to attack Bossemptélé, the 'colonel' had to send 50 million CFA."
1984,,,5090,"Translation, CAR-OTP-2089-0323, at 0331, lines 202-243.","In a video showing various individuals with weapons and in civilian clothing, seemingly bearing gris-gris, an individual identified as 'Président' is shown stating that after walking through the bushes and having fought in Bouar up to Bozoum, they were now walking onto Bossemptélé. He stated that he would go to Bossemptélé 'today' and that he wanted the Seleka to be disarmed. A person identified as the first's 'deputy' stated further that every Muslim was in connivance with the Seleka, they were in fact all Seleka, military, rebels that Djotodia brought in. Another individual identified as 'secretary' stated that they no longer wanted to see any Mbororo or Muslims in Boyaram, they had to leave, and if they did not want them to attack Bossemptélé, the 'colonel' had to send 50 million CFA."
1985,,,5091,"P-1042 Interview Transcripts, CAR-OTP-2107-0202-R02, at 0216-20, lines 460-599; CAR-OTP-2107-0402-R03, at 0425-26, lines 779-810; P-1042: T-163, p. 6, line 22 -- p. 7, line 14, p. 8, line 22 -- p. 9, line 22, p. 70, line 10 -- p. 71, line 17. *See also* section IV.B.1.ii below.","The Chamber refers in this context to the evidence of Barthélémy Namsenmo, further discussed below, who explained that Anti-Balaka groups that had started out in Bossangoa, Gobere, split up for each village, with those en route to Bangui going to Bozoum and then Baoro and others taking the route to Bossemptélé and Bouar."
1986,,,5092,"Commission of Inquiry Report, CAR-OTP-2001-7017, at 7092, paras 316-321.","The UN Commission of Inquiry concluded that the day following the Seleka's departure from Bossemptélé on 17 January 2014, a meeting was held between Anti-Balaka and representatives of the Muslim community which resulted in clashes and the Anti-Balaka killing Muslims, allegedly dozens of civilians, with the local leader of the Anti-Balaka being identified by different witnesses."
1987,,,5093,"Press article, CAR-OTP-2001-5305, at 5318-21, at 5326-27. The Chamber notes the Ngaïssona Defence's objections to this article on the basis of it lacking probative value and relevance (*see* Annex 1 to Defence Response to the ""Prosecution's Eleventh Application for the Submission of Open-source Evidence from the Bar Table"", ICC-01/14-01/18-2114-Conf-Anx1, pp. 12-14). The Chamber notes in this regard that it has not relied on any details provided in this article, but merely considered it in the context of its overall determinations. It therefore does not consider necessary to engage with the objections further.",The Chamber notes that the events in Bossemptélé were also reported in the news and by Amnesty International.
1987,,,5094,"Report, CAR-OTP-2001-2203, at 2206, at 2211-13. The Chamber notes that the Defence objects to this item on the basis of it lacking probative value and relevance (*see* Annex A to Yekatom Defence Response to 'Prosecution's Eleventh Application for the Submission of Open-source Evidence from the Bar Table', ICC-01/14-01/18-2037-Conf-AnxA, p. 4; Annex 1 to Defence Response to the ""Prosecution's Eleventh Application for the Submission of Open-source Evidence from the Bar Table"", ICC-01/14-01/18-2114-Conf-Anx1, pp. 3-4). The Chamber notes in this regard that it has not relied on any details provided in this report, but merely considered it in the context of its overall determinations. It therefore does not consider necessary to engage with the objections further.",The Chamber notes that the events in Bossemptélé were also reported in the news and by Amnesty International.
1988,witness_P,P-0889,5095,"P-0889 Statement, CAR-OTP-2027-2290-R02, at 2303, paras 81-82.","P-0889 stated that after the Seleka had left, the Anti-Balaka were in control of Bossemptélé. Jo-Brice Ouabiro Dana confirmed that Gervais Yapende was at some point the ComZone in Bossemptélé. Jacob Mokpem-Bionli stated that the name of the ComZone for Bossemptélé was 'Le Bleu', who was also the ComZone for Yaloké. Nana-Mambéré/Mambéré-Kadéï"
1988,witness_P,P-0889,5096,"P-0966 Statement, CAR-OTP-2031-0241-R03, at 0261, para. 114. *See also* P-0889 Statement, CAR-OTP-2027-2290-R02, at 2306, para. 100 *referring to* List, CAR-OTP-2030-0232 (where Gervais Yapende appears at 0237).","P-0889 stated that after the Seleka had left, the Anti-Balaka were in control of Bossemptélé. Jo-Brice Ouabiro Dana confirmed that Gervais Yapende was at some point the ComZone in Bossemptélé. Jacob Mokpem-Bionli stated that the name of the ComZone for Bossemptélé was 'Le Bleu', who was also the ComZone for Yaloké. Nana-Mambéré/Mambéré-Kadéï"
1988,witness_P,P-0889,5097,"P-0992 First Statement, CAR-OTP-2110-0048-R05, at 0072, para. 144.","P-0889 stated that after the Seleka had left, the Anti-Balaka were in control of Bossemptélé. Jo-Brice Ouabiro Dana confirmed that Gervais Yapende was at some point the ComZone in Bossemptélé. Jacob Mokpem-Bionli stated that the name of the ComZone for Bossemptélé was 'Le Bleu', who was also the ComZone for Yaloké. Nana-Mambéré/Mambéré-Kadéï"
1989,witness_P,P-1719,,,"The evidence before the Chamber indicates that Anti-Balaka groups initially gathered towards the border area next to Cameroon also participated in attacks in localities in the west of the CAR. The Chamber has in this context considered the evidence of P-1719 specifically, which suggests that a first attack against Seleka elements was carried out in Beloko, on the CAR side of the border with Garam-Boulaï on the Cameroon side, in the second half of January 2014, following which other locations in the western provinces were attacked that also affected the Muslim civilian population."
1990,witness_P,P-1719,5098,"Ngaïssona Defence Closing Brief, ICC-01/14-01/18-2736-Conf-AnxA-Corr, para. 520.","The Ngaïssona Defence argues in this context that D30-4914 was unequivocal in stating that no instructions were given by Mr Ngaïssona, Bernard Mokom, Bozizé or anyone from Yaoundé concerning the attack in Beloko, and that Mr Ngaïssona never sent reinforcement from Cameroon or took action to fortify D30-4914's group in Beloko. It also submits that P-1719's testimony regarding Beloko is largely based on assumptions and speculation."
1990,witness_P,P-1719,5099,"[Ngaïssona Defence Closing Brief](https://www.legal-tools.org/doc/nx7gero0/), ICC-01/14-01/18-2736-AnxA-Corr-Red, para. 521.","The Ngaïssona Defence argues in this context that D30-4914 was unequivocal in stating that no instructions were given by Mr Ngaïssona, Bernard Mokom, Bozizé or anyone from Yaoundé concerning the attack in Beloko, and that Mr Ngaïssona never sent reinforcement from Cameroon or took action to fortify D30-4914's group in Beloko. It also submits that P-1719's testimony regarding Beloko is largely based on assumptions and speculation."
1990,witness_D30,D30-4914,5098,"Ngaïssona Defence Closing Brief, ICC-01/14-01/18-2736-Conf-AnxA-Corr, para. 520.","The Ngaïssona Defence argues in this context that D30-4914 was unequivocal in stating that no instructions were given by Mr Ngaïssona, Bernard Mokom, Bozizé or anyone from Yaoundé concerning the attack in Beloko, and that Mr Ngaïssona never sent reinforcement from Cameroon or took action to fortify D30-4914's group in Beloko. It also submits that P-1719's testimony regarding Beloko is largely based on assumptions and speculation."
